,Unnamed: 0.1,Unnamed: 0,Product_Desc,First_part,Type,Type_2
1661,2628,2628,ASTHALIN 4 TABLETS 30^S,ASTHALIN4,STRIP OF 30 TABLETS, BOTTLE OF 12G 200 METERED DOSES INHALERS
1662,2629,2629,ASTHALIN 4 TABLETS 45^S,ASTHALIN4,TABLETS STRIP OF 45, BOTTLE OF 12G 200 METERED DOSES INHALERS
1663,2648,2648,ASTHALIN SYRUP 100ML,ASTHALIN,SYRUP 100ML, BOTTLE OF 12G 200 METERED DOSES INHALERS
1664,2649,2649,ASTHALIN SYRUP 100ML,ASTHALIN,SYRUP 100ML, BOTTLE OF 12G 200 METERED DOSES INHALERS
1665,2626,2626,ASTHALIN 2 TABLETS 30S,ASTHALIN2,TABLETS 30S, BOTTLE OF 15 ML RESPIRATOR SOLUTION
1666,2627,2627,ASTHALIN 2 TABLETS 45^S,ASTHALIN2,TABLETS STRIP OF 45, BOTTLE OF 15 ML RESPIRATOR SOLUTION
1667,2628,2628,ASTHALIN 4 TABLETS 30^S,ASTHALIN4,STRIP OF 30 TABLETS, BOTTLE OF 15 ML RESPIRATOR SOLUTION
1668,2629,2629,ASTHALIN 4 TABLETS 45^S,ASTHALIN4,TABLETS STRIP OF 45, BOTTLE OF 15 ML RESPIRATOR SOLUTION
1669,2648,2648,ASTHALIN SYRUP 100ML,ASTHALIN,SYRUP 100ML, BOTTLE OF 15 ML RESPIRATOR SOLUTION
1670,2649,2649,ASTHALIN SYRUP 100ML,ASTHALIN,SYRUP 100ML, BOTTLE OF 15 ML RESPIRATOR SOLUTION
1671,2626,2626,ASTHALIN 2 TABLETS 30S,ASTHALIN2,TABLETS 30S, PACK OF 2.5 ML RESPULES
1672,2627,2627,ASTHALIN 2 TABLETS 45^S,ASTHALIN2,TABLETS STRIP OF 45, PACK OF 2.5 ML RESPULES
1673,2628,2628,ASTHALIN 4 TABLETS 30^S,ASTHALIN4,STRIP OF 30 TABLETS, PACK OF 2.5 ML RESPULES
1674,2629,2629,ASTHALIN 4 TABLETS 45^S,ASTHALIN4,TABLETS STRIP OF 45, PACK OF 2.5 ML RESPULES
1675,2648,2648,ASTHALIN SYRUP 100ML,ASTHALIN,SYRUP 100ML, PACK OF 2.5 ML RESPULES
1676,2649,2649,ASTHALIN SYRUP 100ML,ASTHALIN,SYRUP 100ML, PACK OF 2.5 ML RESPULES
1677,2626,2626,ASTHALIN 2 TABLETS 30S,ASTHALIN2,TABLETS 30S, PACK OF 5X2.5 ML OF RESPULES
1678,2627,2627,ASTHALIN 2 TABLETS 45^S,ASTHALIN2,TABLETS STRIP OF 45, PACK OF 5X2.5 ML OF RESPULES
1679,2628,2628,ASTHALIN 4 TABLETS 30^S,ASTHALIN4,STRIP OF 30 TABLETS, PACK OF 5X2.5 ML OF RESPULES
1680,2629,2629,ASTHALIN 4 TABLETS 45^S,ASTHALIN4,TABLETS STRIP OF 45, PACK OF 5X2.5 ML OF RESPULES
1681,2648,2648,ASTHALIN SYRUP 100ML,ASTHALIN,SYRUP 100ML, PACK OF 5X2.5 ML OF RESPULES
1682,2649,2649,ASTHALIN SYRUP 100ML,ASTHALIN,SYRUP 100ML, PACK OF 5X2.5 ML OF RESPULES
1683,2628,2628,ASTHALIN 4 TABLETS 30^S,ASTHALIN4,STRIP OF 30 TABLETS, STRIP OF 45 TABLETS
1684,2629,2629,ASTHALIN 4 TABLETS 45^S,ASTHALIN4,TABLETS STRIP OF 45, STRIP OF 45 TABLETS
1685,2628,2628,ASTHALIN 4 TABLETS 30^S,ASTHALIN4,STRIP OF 30 TABLETS, STRIP OF 45 TABLETS
1686,2629,2629,ASTHALIN 4 TABLETS 45^S,ASTHALIN4,TABLETS STRIP OF 45, STRIP OF 45 TABLETS
1687,2632,2632,ASTHALIN DX SYRUP # 100ML,ASTHALINDX,SYRUP # 100ML, BOTTLE OF 100 ML SYRUP
1688,2633,2633,ASTHALIN DX SYRUP 100ML,ASTHALINDX,SYRUP 100ML, BOTTLE OF 100 ML SYRUP
1689,2632,2632,ASTHALIN DX SYRUP # 100ML,ASTHALINDX,SYRUP # 100ML, BOTTLE OF 100 ML SYRUP
1690,2633,2633,ASTHALIN DX SYRUP 100ML,ASTHALINDX,SYRUP 100ML, BOTTLE OF 100 ML SYRUP
1691,2626,2626,ASTHALIN 2 TABLETS 30S,ASTHALIN2,TABLETS 30S, STRIP OF 30 TABLETS
1692,2627,2627,ASTHALIN 2 TABLETS 45^S,ASTHALIN2,TABLETS STRIP OF 45, STRIP OF 30 TABLETS
1693,2626,2626,ASTHALIN 2 TABLETS 30S,ASTHALIN2,TABLETS 30S, STRIP OF 45 TABLETS
1694,2627,2627,ASTHALIN 2 TABLETS 45^S,ASTHALIN2,TABLETS STRIP OF 45, STRIP OF 45 TABLETS
1695,2628,2628,ASTHALIN 4 TABLETS 30^S,ASTHALIN4,STRIP OF 30 TABLETS, STRIP OF 30 TABLETS
1696,2629,2629,ASTHALIN 4 TABLETS 45^S,ASTHALIN4,TABLETS STRIP OF 45, STRIP OF 30 TABLETS
1697,2670,2670,ASTIN CV 10 CAPSULES# 10T,ASTINCV10,CAPSULES# 10T, STRIP OF 10 CAPSULES
1698,2671,2671,ASTIN CV 10 CAPSULES 10^S,ASTINCV10,STRIP OF 10 CAPSULES, STRIP OF 10 CAPSULES
1699,2672,2672,ASTIN CV 20 CAPSULES 10^S,ASTINCV20,STRIP OF 10 CAPSULES, STRIP OF 10 CAPSULES
1700,2660,2660,ASTIN 10 TABLETS 30^S,ASTIN10,STRIP OF 30 TABLETS, STRIP OF 30 TABLETS
1701,2661,2661,ASTIN 10 TABLETS 30S,ASTIN10,TABLETS 30S, STRIP OF 30 TABLETS
1702,2662,2662,ASTIN 10 TABLETS 10^S,ASTIN10,STRIP OF 10 TABLETS, STRIP OF 30 TABLETS
1703,2663,2663,ASTIN 20 TABLETS # 10^S,ASTIN20,TABLETS # STRIP OF 10, STRIP OF 30 TABLETS
1704,2664,2664,ASTIN 20 TABLETS 30^S,ASTIN20,STRIP OF 30 TABLETS, STRIP OF 30 TABLETS
1705,2665,2665,ASTIN 20 TABLETS 30S,ASTIN20,TABLETS 30S, STRIP OF 30 TABLETS
1706,2666,2666,ASTIN 20 TABLETS 10^S,ASTIN20,STRIP OF 10 TABLETS, STRIP OF 30 TABLETS
1707,2667,2667,ASTIN 40 TABLETS 10^S,ASTIN40,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1708,2668,2668,ASTIN 40 TABLETS 10^S,ASTIN40,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1709,2669,2669,ASTIN 80 TABLETS 10^S,ASTIN80,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1710,2675,2675,ASTIUM D3,ASTIUMD3,, STRIP OF 10 TABLETS
1711,2676,2676,ASTIUM D3 CAPSULES 10^^S,ASTIUMD3,STRIP OF 10 CAPSULES^^S, STRIP OF 10 TABLETS
1712,2679,2679,ASTYFER XT TABLETS 10^S,ASTYFERXT,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1713,2680,2680,ASTYFER XT TABLETS 15S,ASTYFERXT,STRIP OF 15 TABLETS, STRIP OF 10 TABLETS
1714,2679,2679,ASTYFER XT TABLETS 10^S,ASTYFERXT,STRIP OF 10 TABLETS, STRIP OF 15 TABLETS
1715,2680,2680,ASTYFER XT TABLETS 15S,ASTYFERXT,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
1716,2681,2681,ASTYFER Z CAPSULES 30^S,ASTYFERZ,CAPSULES STRIP OF 30, STRIP OF 30 CAPSULES
1717,2682,2682,ASTYFER Z CAPSULES 30CAPSULES,ASTYFERZ,CAPSULES, STRIP OF 30 CAPSULES
1718,2685,2685,ASTYMIN C DROPS 15ML,ASTYMINC,DROPS 15ML, BOTTLE OF 110 ML SYRUP
1719,2685,2685,ASTYMIN C DROPS 15ML,ASTYMINC,DROPS 15ML, BOTTLE OF 200ML LIQUID
1720,2686,2686,ASTYMIN FORTE  CAPSULES 30C,ASTYMINFORTE,CAPSULES 30C, BLISTER PACK OF 20 CAPSULES
1721,2687,2687,ASTYMIN FORTE CAPSULES 15.SS,ASTYMINFORTE,CAPSULES 15.SS, BLISTER PACK OF 20 CAPSULES
1722,2689,2689,ASTYMIN M FORTE CAPSULES 2*15,ASTYMINMFORTE,CAPSULES 2*15, BLISTER PACK OF 20 CAPSULES
1723,2690,2690,ASTYMIN M FORTE CAPSULES 2*15,ASTYMINMFORTE,CAPSULES 2*15, BLISTER PACK OF 20 CAPSULES
1724,2692,2692,ASTYMIN Z FORTE CAPSULES 20^S,ASTYMINZFORTE,CAPSULES STRIP OF 20, BLISTER PACK OF 20 CAPSULES
1725,2693,2693,ASTYMIN Z FORTE CAPSULES 30^S,ASTYMINZFORTE,CAPSULES STRIP OF 30, BLISTER PACK OF 20 CAPSULES
1726,2686,2686,ASTYMIN FORTE  CAPSULES 30C,ASTYMINFORTE,CAPSULES 30C, STRIP OF 15 CAPSULES
1727,2687,2687,ASTYMIN FORTE CAPSULES 15.SS,ASTYMINFORTE,CAPSULES 15.SS, STRIP OF 15 CAPSULES
1728,2689,2689,ASTYMIN M FORTE CAPSULES 2*15,ASTYMINMFORTE,CAPSULES 2*15, STRIP OF 15 CAPSULES
1729,2690,2690,ASTYMIN M FORTE CAPSULES 2*15,ASTYMINMFORTE,CAPSULES 2*15, STRIP OF 15 CAPSULES
1730,2692,2692,ASTYMIN Z FORTE CAPSULES 20^S,ASTYMINZFORTE,CAPSULES STRIP OF 20, STRIP OF 15 CAPSULES
1731,2693,2693,ASTYMIN Z FORTE CAPSULES 30^S,ASTYMINZFORTE,CAPSULES STRIP OF 30, STRIP OF 15 CAPSULES
1732,2686,2686,ASTYMIN FORTE  CAPSULES 30C,ASTYMINFORTE,CAPSULES 30C, STRIP OF 2X15 CAPSULES
1733,2687,2687,ASTYMIN FORTE CAPSULES 15.SS,ASTYMINFORTE,CAPSULES 15.SS, STRIP OF 2X15 CAPSULES
1734,2689,2689,ASTYMIN M FORTE CAPSULES 2*15,ASTYMINMFORTE,CAPSULES 2*15, STRIP OF 2X15 CAPSULES
1735,2690,2690,ASTYMIN M FORTE CAPSULES 2*15,ASTYMINMFORTE,CAPSULES 2*15, STRIP OF 2X15 CAPSULES
1736,2692,2692,ASTYMIN Z FORTE CAPSULES 20^S,ASTYMINZFORTE,CAPSULES STRIP OF 20, STRIP OF 2X15 CAPSULES
1737,2693,2693,ASTYMIN Z FORTE CAPSULES 30^S,ASTYMINZFORTE,CAPSULES STRIP OF 30, STRIP OF 2X15 CAPSULES
1738,2686,2686,ASTYMIN FORTE  CAPSULES 30C,ASTYMINFORTE,CAPSULES 30C, STRIP OF 30 CAPSULES
1739,2687,2687,ASTYMIN FORTE CAPSULES 15.SS,ASTYMINFORTE,CAPSULES 15.SS, STRIP OF 30 CAPSULES
1740,2689,2689,ASTYMIN M FORTE CAPSULES 2*15,ASTYMINMFORTE,CAPSULES 2*15, STRIP OF 30 CAPSULES
1741,2690,2690,ASTYMIN M FORTE CAPSULES 2*15,ASTYMINMFORTE,CAPSULES 2*15, STRIP OF 30 CAPSULES
1742,2692,2692,ASTYMIN Z FORTE CAPSULES 20^S,ASTYMINZFORTE,CAPSULES STRIP OF 20, STRIP OF 30 CAPSULES
1743,2693,2693,ASTYMIN Z FORTE CAPSULES 30^S,ASTYMINZFORTE,CAPSULES STRIP OF 30, STRIP OF 30 CAPSULES
1744,2686,2686,ASTYMIN FORTE  CAPSULES 30C,ASTYMINFORTE,CAPSULES 30C, BLISTER PACK OF 15 CAPSULES
1745,2687,2687,ASTYMIN FORTE CAPSULES 15.SS,ASTYMINFORTE,CAPSULES 15.SS, BLISTER PACK OF 15 CAPSULES
1746,2689,2689,ASTYMIN M FORTE CAPSULES 2*15,ASTYMINMFORTE,CAPSULES 2*15, BLISTER PACK OF 15 CAPSULES
1747,2690,2690,ASTYMIN M FORTE CAPSULES 2*15,ASTYMINMFORTE,CAPSULES 2*15, BLISTER PACK OF 15 CAPSULES
1748,2692,2692,ASTYMIN Z FORTE CAPSULES 20^S,ASTYMINZFORTE,CAPSULES STRIP OF 20, BLISTER PACK OF 15 CAPSULES
1749,2693,2693,ASTYMIN Z FORTE CAPSULES 30^S,ASTYMINZFORTE,CAPSULES STRIP OF 30, BLISTER PACK OF 15 CAPSULES
1750,2686,2686,ASTYMIN FORTE  CAPSULES 30C,ASTYMINFORTE,CAPSULES 30C, STRIP OF 10 CAPSULES
1751,2687,2687,ASTYMIN FORTE CAPSULES 15.SS,ASTYMINFORTE,CAPSULES 15.SS, STRIP OF 10 CAPSULES
1752,2689,2689,ASTYMIN M FORTE CAPSULES 2*15,ASTYMINMFORTE,CAPSULES 2*15, STRIP OF 10 CAPSULES
1753,2690,2690,ASTYMIN M FORTE CAPSULES 2*15,ASTYMINMFORTE,CAPSULES 2*15, STRIP OF 10 CAPSULES
1754,2692,2692,ASTYMIN Z FORTE CAPSULES 20^S,ASTYMINZFORTE,CAPSULES STRIP OF 20, STRIP OF 10 CAPSULES
1755,2693,2693,ASTYMIN Z FORTE CAPSULES 30^S,ASTYMINZFORTE,CAPSULES STRIP OF 30, STRIP OF 10 CAPSULES
1756,2686,2686,ASTYMIN FORTE  CAPSULES 30C,ASTYMINFORTE,CAPSULES 30C, STRIP OF 2X15 CAPSULES
1757,2687,2687,ASTYMIN FORTE CAPSULES 15.SS,ASTYMINFORTE,CAPSULES 15.SS, STRIP OF 2X15 CAPSULES
1758,2689,2689,ASTYMIN M FORTE CAPSULES 2*15,ASTYMINMFORTE,CAPSULES 2*15, STRIP OF 2X15 CAPSULES
1759,2690,2690,ASTYMIN M FORTE CAPSULES 2*15,ASTYMINMFORTE,CAPSULES 2*15, STRIP OF 2X15 CAPSULES
1760,2692,2692,ASTYMIN Z FORTE CAPSULES 20^S,ASTYMINZFORTE,CAPSULES STRIP OF 20, STRIP OF 2X15 CAPSULES
1761,2693,2693,ASTYMIN Z FORTE CAPSULES 30^S,ASTYMINZFORTE,CAPSULES STRIP OF 30, STRIP OF 2X15 CAPSULES
1762,2686,2686,ASTYMIN FORTE  CAPSULES 30C,ASTYMINFORTE,CAPSULES 30C, STRIP OF 20 CAPSULES
1763,2687,2687,ASTYMIN FORTE CAPSULES 15.SS,ASTYMINFORTE,CAPSULES 15.SS, STRIP OF 20 CAPSULES
1764,2689,2689,ASTYMIN M FORTE CAPSULES 2*15,ASTYMINMFORTE,CAPSULES 2*15, STRIP OF 20 CAPSULES
1765,2690,2690,ASTYMIN M FORTE CAPSULES 2*15,ASTYMINMFORTE,CAPSULES 2*15, STRIP OF 20 CAPSULES
1766,2685,2685,ASTYMIN C DROPS 15ML,ASTYMINC,DROPS 15ML, BOTTLE OF 15 ML DROPS
1767,2691,2691,ASTYMIN SN SYRUP 200ML,ASTYMINSN,SYRUP 200ML, BOTTLE OF 200 ML INFUSION
1768,2686,2686,ASTYMIN FORTE  CAPSULES 30C,ASTYMINFORTE,CAPSULES 30C, 2 STRIP 10 CAPSULES EACH
1769,2687,2687,ASTYMIN FORTE CAPSULES 15.SS,ASTYMINFORTE,CAPSULES 15.SS, 2 STRIP 10 CAPSULES EACH
1770,2692,2692,ASTYMIN Z FORTE CAPSULES 20^S,ASTYMINZFORTE,CAPSULES STRIP OF 20, 2 STRIP 10 CAPSULES EACH
1771,2693,2693,ASTYMIN Z FORTE CAPSULES 30^S,ASTYMINZFORTE,CAPSULES STRIP OF 30, 2 STRIP 10 CAPSULES EACH
1772,2686,2686,ASTYMIN FORTE  CAPSULES 30C,ASTYMINFORTE,CAPSULES 30C, STRIP OF 20 CAPSULES
1773,2687,2687,ASTYMIN FORTE CAPSULES 15.SS,ASTYMINFORTE,CAPSULES 15.SS, STRIP OF 20 CAPSULES
1774,2692,2692,ASTYMIN Z FORTE CAPSULES 20^S,ASTYMINZFORTE,CAPSULES STRIP OF 20, STRIP OF 20 CAPSULES
1775,2693,2693,ASTYMIN Z FORTE CAPSULES 30^S,ASTYMINZFORTE,CAPSULES STRIP OF 30, STRIP OF 20 CAPSULES
1776,2702,2702,ATARAX CREAM 100GM,ATARAX,CREAM 100GM, AMPOULE OF 2ML INJECTION
1777,2703,2703,ATARAX DROPS 15ML,ATARAX,DROPS 15ML, AMPOULE OF 2ML INJECTION
1778,2704,2704,ATARAX DROPS(6MG) 15ML,ATARAX,DROPS(6MG) 15ML, AMPOULE OF 2ML INJECTION
1779,2706,2706,ATARAX SYRUP(2MG) 100ML,ATARAX,SYRUP(2MG) 100ML, AMPOULE OF 2ML INJECTION
1780,2702,2702,ATARAX CREAM 100GM,ATARAX,CREAM 100GM, BOTTLE OF 100ML LOTION
1781,2703,2703,ATARAX DROPS 15ML,ATARAX,DROPS 15ML, BOTTLE OF 100ML LOTION
1782,2704,2704,ATARAX DROPS(6MG) 15ML,ATARAX,DROPS(6MG) 15ML, BOTTLE OF 100ML LOTION
1783,2706,2706,ATARAX SYRUP(2MG) 100ML,ATARAX,SYRUP(2MG) 100ML, BOTTLE OF 100ML LOTION
1784,2702,2702,ATARAX CREAM 100GM,ATARAX,CREAM 100GM, BOTTLE OF 100ML SYRUPS
1785,2703,2703,ATARAX DROPS 15ML,ATARAX,DROPS 15ML, BOTTLE OF 100ML SYRUPS
1786,2704,2704,ATARAX DROPS(6MG) 15ML,ATARAX,DROPS(6MG) 15ML, BOTTLE OF 100ML SYRUPS
1787,2706,2706,ATARAX SYRUP(2MG) 100ML,ATARAX,SYRUP(2MG) 100ML, BOTTLE OF 100ML SYRUPS
1788,2702,2702,ATARAX CREAM 100GM,ATARAX,CREAM 100GM, BOTTLE OF 15ML DROPS
1789,2703,2703,ATARAX DROPS 15ML,ATARAX,DROPS 15ML, BOTTLE OF 15ML DROPS
1790,2704,2704,ATARAX DROPS(6MG) 15ML,ATARAX,DROPS(6MG) 15ML, BOTTLE OF 15ML DROPS
1791,2706,2706,ATARAX SYRUP(2MG) 100ML,ATARAX,SYRUP(2MG) 100ML, BOTTLE OF 15ML DROPS
1792,2708,2708,ATCHOL 20 TABLETS 1*10,ATCHOL20,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1793,2713,2713,ATCHOL F TABLETS 10S,ATCHOLF,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1794,2717,2717,ATECARD 25 TABLETS 14^S,ATECARD25,TABLETS STRIP OF 14, STRIP OF 14 TABLETS
1795,2718,2718,ATECARD 50 TABLETS 14^S,ATECARD50,TABLETS STRIP OF 14, STRIP OF 14 TABLETS
1796,2720,2720,ATECARD D TABLETS 15^S,ATECARDD,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
1797,2719,2719,ATECARD AM TABLETS 15^S,ATECARDAM,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
1798,2721,2721,ATEN 100 TABLETS 14^S,ATEN100,TABLETS STRIP OF 14, STRIP OF 14 TABLETS
1799,2722,2722,ATEN 25 TABLETS 14,ATEN25,TABLETS 14, STRIP OF 14 TABLETS
1800,2723,2723,ATEN 25 TABLETS 14^S,ATEN25,TABLETS STRIP OF 14, STRIP OF 14 TABLETS
1801,2724,2724,ATEN 50 TABLETS # 14^S,ATEN50,TABLETS # STRIP OF 14, STRIP OF 14 TABLETS
1802,2725,2725,ATEN 50 TABLETS 14,ATEN50,TABLETS 14, STRIP OF 14 TABLETS
1803,2726,2726,ATEN 50 TABLETS 14^S,ATEN50,TABLETS STRIP OF 14, STRIP OF 14 TABLETS
1804,2727,2727,ATEN AM TABLETS 14^S,ATENAM,TABLETS STRIP OF 14, STRIP OF 14 TABLETS
1805,2728,2728,ATEN AM TABLETS 14^S,ATENAM,TABLETS STRIP OF 14, STRIP OF 14 TABLETS
1806,2729,2729,ATEN D TABLETS 10^S,ATEND,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1807,2732,2732,ATEN H 12.5 TABLETS. 10^S,ATENH12.5,TABLETS. STRIP OF 10, STRIP OF 10 TABLETS
1808,2741,2741,ATHFIN TABLETS 10^S,ATHFIN,STRIP OF 10 TABLETS, STRIP OF 7 TABLETS
1809,2758,2758,ATHZOL 40 TABLETS 10^S,ATHZOL40,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1810,2759,2759,ATHZOL DM TABLETS 10^S,ATHZOLDM,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1811,2760,2760,ATHZOL DSR CAPSULES 10^S,ATHZOLDSR,STRIP OF 10 CAPSULES, STRIP OF 10 TABLETS
1812,2768,2768,ATLURA 40 TABLETS 10^S,ATLURA40,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1813,2769,2769,ATLURA 80 TABLETS 10^S,ATLURA80,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1814,2776,2776,ATM-500 TABLETS 3^S,ATM-500,TABLETS STRIP OF 3, STRIP OF 3 TABLETS
1815,2776,2776,ATM-500 TABLETS 3^S,ATM-500,TABLETS STRIP OF 3, STRIP OF 5 TABLETS
1816,2770,2770,ATM XL 100 SYRUP 30ML,ATMXL100,SYRUP 30ML, BOTTLE OF 30 ML SUSPENSION
1817,2774,2774,ATM-250 TABLETS 10,ATM-250,TABLETS 10, STRIP OF 10 TABLETS
1818,2707,2707,ATCHOL 10 MG  TABLETS 1*15,ATCHOL10MG,TABLETS 1*15, STRIP OF 10 TABLETS
1819,2792,2792,ATOCOR GOLD 10 10,ATOCORGOLD1010,, STRIP OF 10 CAPSULES
1820,2791,2791,ATOCOR F TABLETS 15^S,ATOCORF,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
1821,2753,2753,ATHODERM GEL 15GM,ATHODERM,GEL 15GM, TUBE OF 200ML INTENSIVE BAUME
1822,2796,2796,ATOGLA CREAM 100G,ATOGLA,CREAM 100G, TUBE OF 100 GMS CREAM
1823,2797,2797,ATOGLA CREAM 100GM,ATOGLA,CREAM 100GM, TUBE OF 100 GMS CREAM
1824,2802,2802,ATOMIST CREAM 125GM,ATOMIST,CREAM 125GM, TUBE OF 125G CREAM
1825,2804,2804,ATONIDE GEL 20GM,ATONIDE,GEL 20GM, TUBE OF 20 G CREAM
1826,2804,2804,ATONIDE GEL 20GM,ATONIDE,GEL 20GM, TUBE OF 20GM GEL
1827,2805,2805,ATOPIA CREAM 50GM,ATOPIA,CREAM 50GM, TUBE OF 50G CREAM
1828,2809,2809,ATOREC 10 TABLETS 10^S,ATOREC10,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1829,2810,2810,ATOREC 20 TABLETS 10^S,ATOREC20,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1830,2811,2811,ATOREC 40 TABLETS 10^S,ATOREC40,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1831,2812,2812,ATOREC 5 TABLETS 10^S,ATOREC5,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1832,2814,2814,ATOREC ASP CAPSULES 10^S,ATORECASP,STRIP OF 10 CAPSULES, STRIP OF 10 CAPSULES
1833,2815,2815,ATOREC CV 10 CAPSULES 10^S,ATORECCV10,STRIP OF 10 CAPSULES, STRIP OF 10 CAPSULES
1834,2816,2816,ATOREC CV 20 CAPSULES 10^S,ATORECCV20,STRIP OF 10 CAPSULES, STRIP OF 10 CAPSULES
1835,2816,2816,ATOREC CV 20 CAPSULES 10^S,ATORECCV20,STRIP OF 10 CAPSULES, STRIP OF 10 CAPSULES
1836,2819,2819,ATOREC EZ TABLETS 10^S,ATORECEZ,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1837,2820,2820,ATOREC F TABLETS 10*10T,ATORECF,TABLETS 10*10T, STRIP OF 10 TABLETS
1838,2825,2825,ATORFEN 10 TABLETS 10^S,ATORFEN10,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1839,2826,2826,ATORFIT 10 TABLETS 20^S,ATORFIT10,TABLETS STRIP OF 20, STRIP OF 15 TABLETS
1840,2828,2828,ATORFIT 20 TABLETS 15^S,ATORFIT20,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
1841,2829,2829,ATORFIT 40 TABLETS 15^S,ATORFIT40,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
1842,2830,2830,ATORFIT 5 TABLETS 15^S,ATORFIT5,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
1843,2826,2826,ATORFIT 10 TABLETS 20^S,ATORFIT10,TABLETS STRIP OF 20, STRIP OF 10 CAPSULES
1844,2826,2826,ATORFIT 10 TABLETS 20^S,ATORFIT10,TABLETS STRIP OF 20, STRIP OF 15 CAPSULES
1845,2828,2828,ATORFIT 20 TABLETS 15^S,ATORFIT20,STRIP OF 15 TABLETS, STRIP OF 10 CAPSULES
1846,2828,2828,ATORFIT 20 TABLETS 15^S,ATORFIT20,STRIP OF 15 TABLETS, STRIP OF 15 CAPSULES
1847,2829,2829,ATORFIT 40 TABLETS 15^S,ATORFIT40,STRIP OF 15 TABLETS, STRIP OF 10 CAPSULES
1848,2842,2842,ATORIN F TABLETS 10^S,ATORINF,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1849,2838,2838,ATORIN 10 TABLETS 10^S,ATORIN10,STRIP OF 10 TABLETS, STRIP OF OF 10 TABLETS
1850,2841,2841,ATORIN 5 TABLETS 10.S,ATORIN5,TABLETS 10.S, STRIP OF OF 10 TABLETS
1851,2853,2853,ATORLIP ASP 10 CAPSULES 10^S,ATORLIPASP10,STRIP OF 10 CAPSULES, STRIP OF 10 CAPSULES
1852,2854,2854,ATORLIP ASP 20 CAPSULES 10^S,ATORLIPASP20,STRIP OF 10 CAPSULES, STRIP OF 10 CAPSULES
1853,2856,2856,ATORLIP CV CAPSULES 1*10,ATORLIPCV,STRIP OF 10 CAPSULES, STRIP OF 10 CAPSULES
1854,2858,2858,ATORLIP F TABLETS 15,ATORLIPF,TABLETS 15, STRIP OF 15 TABLETS
1855,2859,2859,ATORLIP F TABLETS 15^S,ATORLIPF,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
1856,2843,2843,ATORLIP 10 TABLETS 15,ATORLIP10,TABLETS 15, STRIP OF 15 TABLETS
1857,2844,2844,ATORLIP 10 TABLETS 15^S,ATORLIP10,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
1858,2845,2845,ATORLIP 10 TABLETS 15^S,ATORLIP10,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
1859,2857,2857,ATORLIP F 10 TABLETS 15^S,ATORLIPF10,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
1860,2901,2901,ATORZIP-10 TABLETS,ATORZIP-10,TABLETS, STRIP OF 15 TABLETS
1861,2846,2846,ATORLIP 20 TABLETS 15^S,ATORLIP20,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
1862,2847,2847,ATORLIP 20 TABLETS 15^S,ATORLIP20,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
1863,2848,2848,ATORLIP 40 TABLETS 15S,ATORLIP40,STRIP OF 15 TABLETS, STRIP OF 10 TABLETS
1864,2849,2849,ATORLIP 40 TABLETS 10^S,ATORLIP40,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1865,2850,2850,ATORLIP 5 TABLETS IP 15S,ATORLIP5,TABLETS IP 15S, STRIP OF 10 TABLETS
1866,2851,2851,ATORLIP 5 TABLETS 10^S,ATORLIP5,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1867,2852,2852,ATORLIP 80 TABLETS 10TABLETS,ATORLIP80,TABLETS, STRIP OF 7 TABLETS
1868,2862,2862,ATORMAC 10 TABLETS 10^S,ATORMAC10,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
